date,time,airline,origin,flight,direct_distance_km,flight_time,seats_per_flight,iata,TipoVoo
2026-09-01,14:10,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-01,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-09-01,14:30,Azores Airlines,Paris (CDG),S4513,2583 km,4h 00m,180,CDG,Internacionais
2026-09-01,15:35,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-09-01,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-09-01,16:55,SATA - Air Acores,Horta (Azores) (HOR),SP575,235 km,0h 50m,37,HOR,InterIlhas
2026-09-01,17:05,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-09-01,17:20,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-09-01,17:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-09-01,18:30,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-09-01,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-09-01,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-09-01,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-09-01,19:40,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-09-01,19:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP1108,101 km,0h 30m,37,SMA,InterIlhas
2026-09-01,19:55,SATA - Air Acores,Horta (Azores) (HOR),SP449,278 km,0h 55m,79,HOR,InterIlhas
2026-09-01,20:20,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-09-01,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-09-01,20:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-09-01,21:15,Azores Airlines,Boston (BOS),S4224,3846 km,4h 55m,188,BOS,Internacionais
2026-09-01,21:30,Azores Airlines,Montreal (YUL),S4328,4024 km,5h 20m,188,YUL,Internacionais
2026-09-01,22:05,SATA - Air Acores,Terceira (TER),SP1401,165 km,0h 45m,79,TER,InterIlhas
2026-09-01,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-09-01,22:35,Air Canada,Toronto (YYZ),AC952,4511 km,5h 45m,170,YYZ,Internacionais
2026-09-01,23:05,United,New York (EWR),UA216,1199 km,2h 14m,179,EWR,Internacionais
2026-09-02,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-09-02,06:00,Azores Airlines,Porto (OPO),S4177,1509 km,2h 30m,168,OPO,Territoriais
2026-09-02,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-09-02,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-09-02,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-09-02,07:55,British Airways,London (LHR),BA534,1629 km,3h 00m,180,LHR,Internacionais
2026-09-02,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-09-02,08:20,Iberia,Madrid (MAD),IB553,1928 km,3h 25m,180,MAD,Internacionais
2026-09-02,08:35,SATA - Air Acores,Terceira (TER),SP403,165 km,0h 45m,79,TER,InterIlhas
2026-09-02,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-09-02,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-09-02,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-09-02,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-09-02,10:55,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-02,11:45,TAP,Lisbon (LIS),TP1861,1449 km,2h 30m,174,LIS,Territoriais
2026-09-02,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-09-02,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-09-02,13:00,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-09-02,13:00,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-09-02,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-09-02,13:25,Azores Airlines,Funchal (FNC),S4163,985 km,1h 50m,188,FNC,Territoriais
2026-09-02,13:40,SATA - Air Acores,Horta (Azores) (HOR),SP443,278 km,0h 55m,37,HOR,InterIlhas
2026-09-02,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-09-02,14:15,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-09-02,14:20,Azores Airlines,Barcelona (BCN),S4507,2404 km,3h 55m,180,BCN,Internacionais
2026-09-02,15:35,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-02,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-09-02,16:55,SATA - Air Acores,Horta (Azores) (HOR),SP577,244 km,0h 50m,37,HOR,InterIlhas
2026-09-02,17:10,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-09-02,17:20,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-09-02,17:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-09-02,18:30,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-09-02,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-09-02,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-09-02,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-09-02,19:40,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-09-02,19:55,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-09-02,19:55,SATA - Air Acores,Terceira (TER),SP409,165 km,0h 45m,37,TER,InterIlhas
2026-09-02,19:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP1108,101 km,0h 30m,37,SMA,InterIlhas
2026-09-02,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-09-02,20:55,Azores Airlines,New York (JFK),S4246,4105 km,5h 35m,188,JFK,Internacionais
2026-09-02,20:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-09-02,21:15,Azores Airlines,Boston (BOS),S4224,3846 km,4h 55m,188,BOS,Internacionais
2026-09-02,22:05,SATA - Air Acores,Terceira (TER),SP1401,165 km,0h 45m,79,TER,InterIlhas
2026-09-02,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-09-02,22:25,WestJet,Toronto (YYZ),WS76,4511 km,5h 45m,179,YYZ,Internacionais
2026-09-02,23:05,United,New York (EWR),UA216,1199 km,2h 14m,179,EWR,Internacionais
2026-09-03,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-09-03,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-09-03,06:10,Azores Airlines,Frankfurt (FRA),S4565,3032 km,4h 35m,168,FRA,Internacionais
2026-09-03,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-09-03,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-09-03,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-09-03,08:35,SATA - Air Acores,Terceira (TER),SP403,165 km,0h 45m,79,TER,InterIlhas
2026-09-03,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-09-03,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-09-03,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-09-03,10:55,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-03,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-09-03,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-09-03,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-09-03,13:00,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-09-03,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-09-03,13:25,Azores Airlines,Funchal (FNC),S4163,985 km,1h 50m,188,FNC,Territoriais
2026-09-03,13:25,Azores Airlines,Faro (FAO),S4199,1566 km,2h 40m,180,FAO,Territoriais
2026-09-03,13:30,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-09-03,13:40,SATA - Air Acores,Pico Island (Azores) (PIX),SP433,256 km,0h 50m,79,PIX,InterIlhas
2026-09-03,13:55,Azores Airlines,Paris (CDG),S4513,2583 km,4h 00m,180,CDG,Internacionais
2026-09-03,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-09-03,14:10,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-03,15:35,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-09-03,15:35,Transavia,Amsterdam (AMS),HV6423,2857 km,4h 35m,230,AMS,Internacionais
2026-09-03,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-09-03,16:55,SATA - Air Acores,Horta (Azores) (HOR),SP575,235 km,0h 50m,37,HOR,InterIlhas
2026-09-03,17:20,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-09-03,17:20,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-09-03,17:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-09-03,18:30,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-09-03,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-09-03,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-09-03,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-09-03,19:40,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-09-03,19:55,SATA - Air Acores,Horta (Azores) (HOR),SP449,278 km,0h 55m,79,HOR,InterIlhas
2026-09-03,19:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP1108,101 km,0h 30m,37,SMA,InterIlhas
2026-09-03,20:20,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-09-03,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-09-03,20:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-09-03,21:15,Azores Airlines,Boston (BOS),S4280,3846 km,4h 55m,188,BOS,Internacionais
2026-09-03,21:30,Azores Airlines,Montreal (YUL),S4328,4024 km,5h 20m,188,YUL,Internacionais
2026-09-03,22:00,Azores Airlines,Lisbon (LIS),S4129,1449 km,2h 30m,188,LIS,Territoriais
2026-09-03,22:05,SATA - Air Acores,Terceira (TER),SP1401,165 km,0h 45m,79,TER,InterIlhas
2026-09-03,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-09-03,22:35,Air Canada,Toronto (YYZ),AC952,4511 km,5h 45m,170,YYZ,Internacionais
2026-09-03,23:05,United,New York (EWR),UA216,1199 km,2h 14m,179,EWR,Internacionais
2026-09-04,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-09-04,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-09-04,06:00,Azores Airlines,Porto (OPO),S4177,1509 km,2h 30m,168,OPO,Territoriais
2026-09-04,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-09-04,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-09-04,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-09-04,09:00,SATA - Air Acores,Corvo Island (Azores) (CVU),SP1513,517 km,1h 25m,37,CVU,InterIlhas
2026-09-04,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-09-04,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-09-04,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-09-04,10:55,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-04,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-09-04,11:00,TAP,Lisbon (LIS),TP1861,1449 km,2h 30m,174,LIS,Territoriais
2026-09-04,11:45,Azores Airlines,Boston (BOS),S4220,3846 km,5h 05m,188,BOS,Internacionais
2026-09-04,11:55,Azores Airlines,Praia (RAI),S4281,3846 km,6h 10m,188,RAI,Internacionais
2026-09-04,12:25,SmartWings,Prague (PRG),QS1172,3432 km,5h 05m,189,PRG,Internacionais
2026-09-04,12:30,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-09-04,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-09-04,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-09-04,13:00,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-09-04,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-09-04,13:40,SATA - Air Acores,Horta (Azores) (HOR),SP443,278 km,0h 55m,37,HOR,InterIlhas
2026-09-04,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-09-04,14:15,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-09-04,14:20,Azores Airlines,Barcelona (BCN),S4507,2404 km,3h 55m,180,BCN,Internacionais
2026-09-04,15:35,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-04,16:40,SATA - Air Acores,Horta (Azores) (HOR),SP577,244 km,0h 50m,37,HOR,InterIlhas
2026-09-04,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-09-04,17:20,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-09-04,17:20,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-09-04,17:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-09-04,18:30,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-09-04,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-09-04,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-09-04,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-09-04,19:40,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-09-04,19:55,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-09-04,19:55,SATA - Air Acores,Terceira (TER),SP409,165 km,0h 45m,37,TER,InterIlhas
2026-09-04,19:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP1108,101 km,0h 30m,37,SMA,InterIlhas
2026-09-04,20:40,Edelweiss,Zurich (ZRH),WK260,2975 km,4h 40m,174,ZRH,Internacionais
2026-09-04,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-09-04,20:55,Azores Airlines,New York (JFK),S4246,4105 km,5h 35m,188,JFK,Internacionais
2026-09-04,20:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-09-04,21:15,Azores Airlines,Boston (BOS),S4224,3846 km,4h 55m,188,BOS,Internacionais
2026-09-04,21:20,SATA - Air Acores,Terceira (TER),SP407,165 km,0h 45m,79,TER,InterIlhas
2026-09-04,22:05,SATA - Air Acores,Terceira (TER),SP1401,165 km,0h 45m,79,TER,InterIlhas
2026-09-04,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-09-04,23:05,United,New York (EWR),UA216,1199 km,2h 14m,179,EWR,Internacionais
2026-09-04,23:50,WestJet,Toronto (YYZ),WS76,4511 km,5h 45m,179,YYZ,Internacionais
2026-09-05,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-09-05,06:00,Azores Airlines,Porto (OPO),S4177,1509 km,2h 30m,168,OPO,Territoriais
2026-09-05,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-09-05,06:10,Azores Airlines,Frankfurt (FRA),S4565,3032 km,4h 35m,168,FRA,Internacionais
2026-09-05,06:25,Eurowings,Dusseldorf (DUS),EW9608,2947 km,4h 50m,177,DUS,Internacionais
2026-09-05,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-09-05,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-09-05,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-09-05,08:30,Binter Canarias,Las Palmas (LPA),NT4020,1453 km,2h 25m,132,LPA,Internacionais
2026-09-05,08:35,SATA - Air Acores,Terceira (TER),SP403,165 km,0h 45m,79,TER,InterIlhas
2026-09-05,09:10,Iberia,Madrid (MAD),IB553,1928 km,3h 25m,180,MAD,Internacionais
2026-09-05,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-09-05,10:00,Lufthansa,Frankfurt (FRA),LH1548,3032 km,5h 05m,215,FRA,Internacionais
2026-09-05,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-09-05,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-09-05,10:55,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-05,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-09-05,12:20,British Airways,London (LHR),BA534,1629 km,3h 00m,180,LHR,Internacionais
2026-09-05,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-09-05,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-09-05,13:00,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-09-05,13:00,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-09-05,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-09-05,13:25,Azores Airlines,Funchal (FNC),S4163,985 km,1h 50m,188,FNC,Territoriais
2026-09-05,13:30,TAP,Lisbon (LIS),TP1861,1449 km,2h 30m,174,LIS,Territoriais
2026-09-05,13:40,SATA - Air Acores,Pico Island (Azores) (PIX),SP433,256 km,0h 50m,79,PIX,InterIlhas
2026-09-05,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-09-05,14:10,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-05,14:20,Azores Airlines,Barcelona (BCN),S4507,2404 km,3h 55m,180,BCN,Internacionais
2026-09-05,14:30,Azores Airlines,Paris (CDG),S4513,2583 km,4h 00m,180,CDG,Internacionais
2026-09-05,15:35,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-09-05,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-09-05,16:55,SATA - Air Acores,Horta (Azores) (HOR),SP575,235 km,0h 50m,37,HOR,InterIlhas
2026-09-05,17:15,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-09-05,17:20,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-09-05,17:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-09-05,18:30,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-09-05,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-09-05,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-09-05,19:25,Azores Airlines,Faro (FAO),S4199,1566 km,2h 40m,180,FAO,Territoriais
2026-09-05,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-09-05,19:40,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-09-05,19:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP1108,101 km,0h 30m,37,SMA,InterIlhas
2026-09-05,19:55,SATA - Air Acores,Terceira (TER),SP409,165 km,0h 45m,37,TER,InterIlhas
2026-09-05,19:55,SATA - Air Acores,Horta (Azores) (HOR),SP449,278 km,0h 55m,79,HOR,InterIlhas
2026-09-05,20:20,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-09-05,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-09-05,20:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-09-05,21:15,Azores Airlines,Boston (BOS),S4280,3846 km,4h 55m,188,BOS,Internacionais
2026-09-05,21:30,Azores Airlines,Montreal (YUL),S4328,4024 km,5h 20m,188,YUL,Internacionais
2026-09-06,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-09-06,06:00,Azores Airlines,Porto (OPO),S4177,1509 km,2h 30m,168,OPO,Territoriais
2026-09-06,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-09-06,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-09-06,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-09-06,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-09-06,08:35,SATA - Air Acores,Terceira (TER),SP403,165 km,0h 45m,79,TER,InterIlhas
2026-09-06,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-09-06,10:05,Lufthansa,Frankfurt (FRA),LH1548,3032 km,5h 05m,215,FRA,Internacionais
2026-09-06,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-09-06,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-09-06,10:55,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-09-06,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-09-06,11:45,Azores Airlines,Boston (BOS),S4220,3846 km,5h 05m,188,BOS,Internacionais
2026-09-06,11:55,Azores Airlines,Praia (RAI),S4281,3846 km,6h 10m,188,RAI,Internacionais
2026-09-06,12:25,SmartWings,Prague (PRG),QS1172,3432 km,5h 05m,189,PRG,Internacionais
2026-09-06,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-09-06,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-09-06,13:00,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-09-06,13:00,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-09-06,13:05,TAP,Lisbon (LIS),TP1861,1449 km,2h 30m,174,LIS,Territoriais
2026-09-06,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-09-06,13:15,Transavia,Amsterdam (AMS),HV6423,2857 km,4h 35m,230,AMS,Internacionais
